"","latitude","longitude","salmon_id","Common Name","Age Classbylength","field_length_mm","lab_length_mm","weight_g","Stomach Condition Description","Prey Item Genus Species","prey","prey_life_stage","prey_item_count","prey_weight_g","Prey Item Condition Description","prey_big","Genetic Stock Best Estimate","Genetic Stock Best Estimate Probability","Genetic Stock Second Best Estimate","Genetic Stock Second Best Estimate Probability","insulin_level","hatchery","hatchery_prob"
"234",47.93233,-124.8848,35981,"Chinook salmon","yearling",158,151,43.7,"Most to taxa","PLEURONECTIDAE","RIGHTEYED FLATFISH","Juvenile",1,0.176,"Most to taxa","Fish","Snake_Sp",0.9561,"Mid&UCR_Sp",0.0439,NA,NA,NA
"235",47.5195,-124.5018,36019,"Chinook salmon","yearling",185,179,69.8,"Most to genus or taxa","AMMODYTES HEXAPTERUS","PACIFIC SAND LANCE","Juvenile",1,0.189,"Most to genus or taxa","Fish","UCR_Su/F",0.988,"Snake_F",0.012,NA,NA,NA
"236",47.5195,-124.5018,36028,"Chinook salmon","yearling",192,185,75.9,"Most to taxa","CANCER","CANCER","Megalopa",3,0.017,"Most to taxa","Crabs","UCR_Su/F",0.9989,NA,0,NA,NA,NA
"237",47.5195,-124.5018,36028,"Chinook salmon","yearling",192,185,75.9,"Most to taxa","PINNIXA","PEA CRABS","Megalopa",1,0.003,"Most to taxa","Crabs","UCR_Su/F",0.9989,NA,0,NA,NA,NA
"238",47.5195,-124.5018,36045,"Chinook salmon","yearling",202,196,95.3,"Most to taxa","PAGURIDAE","PAGURIDAE","Megalopa",7,0.027,"Most to taxa","Crabs","UCR_Su/F",0.9992,NA,0,NA,NA,NA
"239",47.5195,-124.5018,36045,"Chinook salmon","yearling",202,196,95.3,"Most to taxa","HYPEROCHE MEDUSARUM","HYPEROCHE MEDUSARUM","Adult",2,0.004,"Most to taxa","Plankton/Crustaceans","UCR_Su/F",0.9992,NA,0,NA,NA,NA
"240",47.5195,-124.5018,36045,"Chinook salmon","yearling",202,196,95.3,"Most to taxa","CANCER","CANCER","Megalopa",4,0.025,"Most to taxa","Crabs","UCR_Su/F",0.9992,NA,0,NA,NA,NA
"241",47.54883,-124.6135,36061,"Chinook salmon","yearling",181,174,68,"Most to genus or taxa","THYSANOESSA SPINIFERA","THYSANOESSA SPINIFERA","Adult",17,1.424,"Most to genus or taxa","Plankton/Crustaceans","Snake_Sp",0.989938,NA,NA,NA,"Dworshak",0.989938
"242",47.54883,-124.6135,36061,"Chinook salmon","yearling",181,174,68,"Most to genus or taxa","CANCER ANTENNARIUS/GRACILIS","CANCER ANT/GRAC","Megalopa",1,0.001,"Most to genus or taxa","Crabs","Snake_Sp",0.989938,NA,NA,NA,"Dworshak",0.989938
"243",47.54883,-124.6135,36062,"Chinook salmon","yearling",195,192,79.3,"Most to genus or taxa","SEBASTES","ROCKFISH","Juvenile",1,0.563,"Most to genus or taxa","Fish","Snake_F",0.7921,"UCR_Su/F",0.2079,NA,NA,NA
"244",47.54883,-124.6135,36063,"Chinook salmon","yearling",197,189,92.3,"Most to genus or taxa","THYSANOESSA SPINIFERA","THYSANOESSA SPINIFERA","Adult",23,1.73,"Most to genus or taxa","Plankton/Crustaceans","Mid&UCR_Sp",0.8548,"Snake_Sp",0.1452,NA,NA,NA
"245",47.54883,-124.6135,36064,"Chinook salmon","yearling",166,164,54.8,"Mostly to spp or genus","SEBASTES","ROCKFISH","Juvenile",2,0.357,"Mostly to spp or genus","Fish","UCR_Su/F",0.9941,NA,0,NA,NA,NA
"246",47.548,-124.514,36111,"Chinook salmon","yearling",227,220,135.2,"Totally digested","UNIDENTIFIED","UNIDENTIFIED MATERIAL","Material",1,0.049,"Totally digested","Other","WR_Sp",1,NA,0,NA,NA,NA
"247",47.548,-124.514,36113,"Chinook salmon","yearling",235,225,140.9,"Most to genus or taxa","ENGRAULIS MORDAX","NORTHERN ANCHOVY","Juvenile",1,0.11,"Most to genus or taxa","Fish","UCR_Su/F",0.9924,NA,0,NA,NA,NA
"248",47.01367,-124.2508,36139,"Chinook salmon","yearling",212,206,112.9,"Most to genus or taxa","SEBASTES","ROCKFISH","Juvenile",1,0.698,"Most to genus or taxa","Fish","UCR_Su/F",0.9819,"Snake_F",0.0181,NA,NA,NA
"249",47.01367,-124.2508,36139,"Chinook salmon","yearling",212,206,112.9,"Most to genus or taxa","CITHARICHTHYS SORDIDUS","PACIFIC SANDDAB","Juvenile",5,2.62,"Most to genus or taxa","Fish","UCR_Su/F",0.9819,"Snake_F",0.0181,NA,NA,NA
"250",47.01367,-124.2508,36140,"Chinook salmon","yearling",230,NA,168.5,"Most to genus or taxa","CLUPEIDAE","HERRINGS","Juvenile",1,2.523,"Most to genus or taxa","Fish","Snake_F",0.9269,"UCR_Su/F",0.0731,NA,NA,NA
"251",47.01367,-124.2508,36141,"Chinook salmon","yearling",160,155,43.4,"Most to genus or taxa","ENGRAULIS MORDAX","NORTHERN ANCHOVY","Juvenile",1,0.395,"Most to genus or taxa","Fish","UCR_Su/F",1,NA,0,NA,NA,NA
"252",47.01367,-124.2508,36141,"Chinook salmon","yearling",160,155,43.4,"Most to genus or taxa","LIPARIS","SNAILFISHES","Juvenile",2,0.583,"Most to genus or taxa","Fish","UCR_Su/F",1,NA,0,NA,NA,NA
"253",47.01367,-124.2508,36141,"Chinook salmon","yearling",160,155,43.4,"Most to genus or taxa","SEBASTES","ROCKFISH","Juvenile",1,0.361,"Most to genus or taxa","Fish","UCR_Su/F",1,NA,0,NA,NA,NA
"254",47.01367,-124.2508,36155,"Chinook salmon","yearling",183,180,64,"Most to taxa","OSTEICHTHYES","BONY FISHES","Juvenile",6,0.196,"Most to taxa","Fish","UCR_Su/F",0.9234,"Snake_F",0.0766,NA,NA,NA
"255",47.0185,-124.3282,36166,"Chinook salmon","yearling",230,223,144.3,"Most to genus or taxa","SEBASTES","ROCKFISH","Juvenile",3,0.764,"Most to genus or taxa","Fish","WR_Sp",1,NA,0,NA,NA,NA
"256",47.0185,-124.3282,36167,"Chinook salmon","yearling",220,217,121.3,"Most to genus or taxa","FABIA SUBQUADRATA","GROOVED MUSSEL CRAB","Megalopa",2,0.003,"Most to genus or taxa","Crabs","Desch_F",0.9998,NA,0,NA,NA,NA
"257",47.0185,-124.3282,36167,"Chinook salmon","yearling",220,217,121.3,"Most to genus or taxa","PAGURIDAE","PAGURIDAE","Megalopa",2,0.015,"Most to genus or taxa","Crabs","Desch_F",0.9998,NA,0,NA,NA,NA
"258",47.0185,-124.3282,36167,"Chinook salmon","yearling",220,217,121.3,"Most to genus or taxa","ATYLUS TRIDENS","ATYLUS TRIDENS","Adult",31,0.371,"Most to genus or taxa","Plankton/Crustaceans","Desch_F",0.9998,NA,0,NA,NA,NA
"259",47.0185,-124.3282,36167,"Chinook salmon","yearling",220,217,121.3,"Most to genus or taxa","CANCER OREGONENSIS/PRODUCTUS","CANCER OREG/PROD","Megalopa",1,0.007,"Most to genus or taxa","Crabs","Desch_F",0.9998,NA,0,NA,NA,NA
"260",47.0185,-124.3282,36168,"Chinook salmon","yearling",160,157,36.9,"Most to taxa","OSTEICHTHYES","BONY FISHES","Juvenile",1,0.029,"Most to taxa","Fish","Snake_Sp",0.9997,NA,0,NA,"RapidRiver",0.987868
"261",46.99333,-124.32,36180,"Chinook salmon","yearling",155,151,38.2,"Most to taxa","PORCELLANIDAE","PORCELLANIDAE","Megalopa",1,0.002,"Most to taxa","Crabs","Snake_Sp",0.9962,NA,NA,NA,NA,NA
"262",46.99333,-124.32,36180,"Chinook salmon","yearling",155,151,38.2,"Most to taxa","OSTEICHTHYES","BONY FISHES","Juvenile",2,0.03,"Most to taxa","Fish","Snake_Sp",0.9962,NA,NA,NA,NA,NA
"263",47.01683,-124.5647,36188,"Chinook salmon","yearling",165,162,44.8,"Totally digested","UNIDENTIFIED","UNIDENTIFIED MATERIAL","Material",1,0.015,"Totally digested","Other","Snake_Sp",0.9686,"Mid&UCR_Sp",0.0314,NA,"McCall",0.976277
"264",47.01683,-124.5647,36189,"Chinook salmon","yearling",196,191,88.2,"Most to genus or taxa","SEBASTES","ROCKFISH","Juvenile",2,0.777,"Most to genus or taxa","Fish","Snake_Sp",0.939,"Mid&UCR_Sp",0.061,NA,NA,NA
"265",46.67717,-124.1878,36202,"Chinook salmon","yearling",188,183,74.4,"Most to taxa","OSTEICHTHYES","BONY FISHES","Juvenile",1,0.051,"Most to taxa","Fish","UCR_Su/F",0.9824,"Snake_F",0.0176,NA,NA,NA
"266",46.67717,-124.1878,36203,"Chinook salmon","yearling",215,209,110.3,"Most to taxa","OSTEICHTHYES","BONY FISHES","Juvenile",1,0.726,"Most to taxa","Fish","WR_Sp",0.9907,NA,0,NA,NA,NA
"267",46.67717,-124.1878,36204,"Chinook salmon","yearling",260,252,231,"Some to taxa","OSTEICHTHYES","BONY FISHES","Material",1,0.235,"Some to taxa","Fish","WC_Sp",1,NA,0,NA,NA,NA
"268",46.67717,-124.1878,36206,"Chinook salmon","yearling",265,253,222.2,"Most to genus or taxa","ENGRAULIS MORDAX","NORTHERN ANCHOVY","Juvenile",1,1.217,"Most to genus or taxa","Fish","WC_Sp",0.9953,NA,0,NA,NA,NA
"269",46.67717,-124.1878,36206,"Chinook salmon","yearling",265,253,222.2,"Most to genus or taxa","ATYLUS TRIDENS","ATYLUS TRIDENS","Juvenile",9,0.175,"Most to genus or taxa","Plankton/Crustaceans","WC_Sp",0.9953,NA,0,NA,NA,NA
"270",46.67717,-124.1878,36207,"Chinook salmon","yearling",243,233,170.5,"Most to taxa","DECAPODA","DECAPODA","Megalopa",1,0.018,"Most to taxa","Plankton/Crustaceans","UCR_Su/F",0.5722,"Snake_F",0.4278,NA,NA,NA
"271",46.67717,-124.1878,36207,"Chinook salmon","yearling",243,233,170.5,"Most to taxa","OSTEICHTHYES","BONY FISHES","Juvenile",1,0.299,"Most to taxa","Fish","UCR_Su/F",0.5722,"Snake_F",0.4278,NA,NA,NA
"272",46.67717,-124.1878,36210,"Chinook salmon","yearling",220,210,135.9,"Most to taxa","CANCER OREGONENSIS/PRODUCTUS","CANCER OREG/PROD","Megalopa",4,0.03,"Most to taxa","Crabs","UCR_Su/F",0.9976,NA,0,NA,NA,NA
"273",46.67717,-124.1878,36210,"Chinook salmon","yearling",220,210,135.9,"Most to taxa","PINNOTHERIDAE","PEA CRABS","Megalopa",8,0.022,"Most to taxa","Crabs","UCR_Su/F",0.9976,NA,0,NA,NA,NA
"274",46.67717,-124.1878,36211,"Chinook salmon","yearling",240,234,180.9,"Most to genus or taxa","ATYLUS TRIDENS","ATYLUS TRIDENS","Adult",6,0.097,"Most to genus or taxa","Plankton/Crustaceans","Snake_F",0.9897,"UCR_Su/F",0.0102,NA,NA,NA
"275",46.67717,-124.1878,36211,"Chinook salmon","yearling",240,234,180.9,"Most to genus or taxa","SEBASTES","ROCKFISH","Juvenile",1,0.375,"Most to genus or taxa","Fish","Snake_F",0.9897,"UCR_Su/F",0.0102,NA,NA,NA
"276",46.67717,-124.1878,36212,"Chinook salmon","yearling",263,254,221.5,"Most to taxa","CEPHALOPODA","CEPHALOPODA","Juvenile",1,0.17,"Most to taxa","Cephalopods","WC_Sp",1,NA,0,NA,NA,NA
"277",46.67717,-124.1878,36212,"Chinook salmon","yearling",263,254,221.5,"Most to taxa","OSTEICHTHYES","BONY FISHES","Juvenile",1,0.33,"Most to taxa","Fish","WC_Sp",1,NA,0,NA,NA,NA
"278",46.67717,-124.1878,36213,"Chinook salmon","yearling",238,234,153,"Most to genus or taxa","ATYLUS TRIDENS","ATYLUS TRIDENS","Juvenile",22,0.429,"Most to genus or taxa","Plankton/Crustaceans","WR_Sp",1,NA,0,NA,NA,NA
"279",46.67717,-124.1878,36213,"Chinook salmon","yearling",238,234,153,"Most to genus or taxa","SEBASTES","ROCKFISH","Juvenile",1,0.106,"Most to genus or taxa","Fish","WR_Sp",1,NA,0,NA,NA,NA
"280",46.67717,-124.1878,36214,"Chinook salmon","yearling",205,198,99,"Most to genus or taxa","EUPHAUSIA PACIFICA","EUPHAUSIA PACIFICA","Adult",1,0.055,"Most to genus or taxa","Plankton/Crustaceans","UCR_Su/F",0.9191,"Snake_F",0.0809,NA,NA,NA
"281",46.67717,-124.1878,36214,"Chinook salmon","yearling",205,198,99,"Most to genus or taxa","PINNOTHERIDAE","PEA CRABS","Megalopa",1,0.021,"Most to genus or taxa","Crabs","UCR_Su/F",0.9191,"Snake_F",0.0809,NA,NA,NA
"282",46.67717,-124.1878,36214,"Chinook salmon","yearling",205,198,99,"Most to genus or taxa","SEBASTES","ROCKFISH","Juvenile",1,0.483,"Most to genus or taxa","Fish","UCR_Su/F",0.9191,"Snake_F",0.0809,NA,NA,NA
"283",46.67717,-124.1878,36214,"Chinook salmon","yearling",205,198,99,"Most to genus or taxa","TEUTHIDA","SQUIDS","Juvenile",1,0.414,"Most to genus or taxa","Cephalopods","UCR_Su/F",0.9191,"Snake_F",0.0809,NA,NA,NA
"284",46.67717,-124.1878,36215,"Chinook salmon","yearling",251,244,210.4,"Most to genus or taxa","ATYLUS TRIDENS","ATYLUS TRIDENS","Juvenile",4,0.08,"Most to genus or taxa","Plankton/Crustaceans","WC_Sp",0.9966,NA,0,NA,NA,NA
"285",46.67717,-124.1878,36216,"Chinook salmon","yearling",266,258,229.5,"Most to taxa","PINNOTHERIDAE","PEA CRABS","Megalopa",3,0.028,"Most to taxa","Crabs","WC_Sp",1,NA,0,NA,NA,NA
"286",46.67717,-124.1878,36217,"Chinook salmon","yearling",232,224,142.6,"Most to genus or taxa","ATYLUS TRIDENS","ATYLUS TRIDENS","Adult",7,0.103,"Most to genus or taxa","Plankton/Crustaceans","UCR_Su/F",0.7482,"Snake_F",0.2511,NA,NA,NA
"287",46.67717,-124.1878,36217,"Chinook salmon","yearling",232,224,142.6,"Most to genus or taxa","TEUTHIDA","SQUIDS","Juvenile",1,0.249,"Most to genus or taxa","Cephalopods","UCR_Su/F",0.7482,"Snake_F",0.2511,NA,NA,NA
"288",46.67717,-124.1878,36218,"Chinook salmon","yearling",181,175,70.8,"Most to taxa","PINNOTHERIDAE","PEA CRABS","Megalopa",2,0.005,"Most to taxa","Crabs","Snake_F",0.9442,"UCR_Su/F",0.0558,NA,NA,NA
"289",46.67717,-124.1878,36218,"Chinook salmon","yearling",181,175,70.8,"Most to taxa","THEMISTO PACIFICA","THEMISTO PACIFICA","Adult",3,0.014,"Most to taxa","Plankton/Crustaceans","Snake_F",0.9442,"UCR_Su/F",0.0558,NA,NA,NA
"290",46.67717,-124.1878,36218,"Chinook salmon","yearling",181,175,70.8,"Most to taxa","ATYLUS TRIDENS","ATYLUS TRIDENS","Adult",2,0.021,"Most to taxa","Plankton/Crustaceans","Snake_F",0.9442,"UCR_Su/F",0.0558,NA,NA,NA
"291",46.67717,-124.1878,36219,"Chinook salmon","yearling",228,222,143.3,"Most to genus or taxa","SEBASTES","ROCKFISH","Juvenile",1,0.286,"Most to genus or taxa","Fish","WR_Sp",0.995,NA,0,NA,NA,NA
"292",46.67717,-124.1878,36219,"Chinook salmon","yearling",228,222,143.3,"Most to genus or taxa","CANCER OREGONENSIS/PRODUCTUS","CANCER OREG/PROD","Megalopa",1,0.005,"Most to genus or taxa","Crabs","WR_Sp",0.995,NA,0,NA,NA,NA
"293",46.67717,-124.1878,36220,"Chinook salmon","yearling",218,214,124.2,"Most to taxa","ATYLUS TRIDENS","ATYLUS TRIDENS","Adult",3,0.028,"Most to taxa","Plankton/Crustaceans","WR_Sp",1,NA,0,NA,NA,NA
"294",46.67717,-124.1878,36220,"Chinook salmon","yearling",218,214,124.2,"Most to taxa","CANCER ANTENNARIUS/GRACILIS","CANCER ANT/GRAC","Megalopa",1,0.002,"Most to taxa","Crabs","WR_Sp",1,NA,0,NA,NA,NA
"295",46.67717,-124.1878,36220,"Chinook salmon","yearling",218,214,124.2,"Most to taxa","SEBASTES","ROCKFISH","Juvenile",1,0.023,"Most to taxa","Fish","WR_Sp",1,NA,0,NA,NA,NA
"296",46.67717,-124.1878,36220,"Chinook salmon","yearling",218,214,124.2,"Most to taxa","PINNOTHERIDAE","PEA CRABS","Megalopa",23,0.058,"Most to taxa","Crabs","WR_Sp",1,NA,0,NA,NA,NA
"297",46.67717,-124.1878,36222,"Chinook salmon","yearling",241,232,173.1,"Most to taxa","CANCER OREGONENSIS/PRODUCTUS","CANCER OREG/PROD","Megalopa",2,0.015,"Most to taxa","Crabs","WR_Sp",1,NA,0,NA,NA,NA
"298",46.67717,-124.1878,36222,"Chinook salmon","yearling",241,232,173.1,"Most to taxa","ATYLUS TRIDENS","ATYLUS TRIDENS","Adult",6,0.045,"Most to taxa","Plankton/Crustaceans","WR_Sp",1,NA,0,NA,NA,NA
"299",46.67717,-124.1878,36222,"Chinook salmon","yearling",241,232,173.1,"Most to taxa","PINNOTHERIDAE","PEA CRABS","Megalopa",3,0.084,"Most to taxa","Crabs","WR_Sp",1,NA,0,NA,NA,NA
"300",46.678,-124.1913,36313,"Chinook salmon","yearling",229,224,158.5,"Most to genus or taxa","ATYLUS TRIDENS","ATYLUS TRIDENS","Adult",1,0.035,"Most to genus or taxa","Plankton/Crustaceans","WC_Sp",0.9992,NA,0,NA,NA,NA
"301",46.678,-124.1913,36313,"Chinook salmon","yearling",229,224,158.5,"Most to genus or taxa","PSETTICHTHYS MELANOSTICTUS","SAND SOLE","Juvenile",2,0.063,"Most to genus or taxa","Fish","WC_Sp",0.9992,NA,0,NA,NA,NA
"302",46.678,-124.1913,36313,"Chinook salmon","yearling",229,224,158.5,"Most to genus or taxa","HYPEROCHE MEDUSARUM","HYPEROCHE MEDUSARUM","Adult",2,0.007,"Most to genus or taxa","Plankton/Crustaceans","WC_Sp",0.9992,NA,0,NA,NA,NA
"303",46.678,-124.1913,36314,"Chinook salmon","yearling",241,235,189.5,"Most to genus or taxa","ATYLUS TRIDENS","ATYLUS TRIDENS","Adult",6,0.106,"Most to genus or taxa","Plankton/Crustaceans","WR_Sp",1,NA,0,NA,NA,NA
"304",46.678,-124.1913,36315,"Chinook salmon","yearling",221,214,135.8,"Most to taxa","OSTEICHTHYES","BONY FISHES","Juvenile",3,0.061,"Most to taxa","Fish","Snake_F",0.9986,NA,0,NA,NA,NA
"305",46.678,-124.1913,36315,"Chinook salmon","yearling",221,214,135.8,"Most to taxa","THYSANOESSA SPINIFERA","THYSANOESSA SPINIFERA","Adult",2,0.027,"Most to taxa","Plankton/Crustaceans","Snake_F",0.9986,NA,0,NA,NA,NA
"306",46.678,-124.1913,36316,"Chinook salmon","yearling",251,249,203.2,"Most to taxa","ATYLUS TRIDENS","ATYLUS TRIDENS","Adult",2,0.057,"Most to taxa","Plankton/Crustaceans","WC_Sp",0.9999,NA,0,NA,NA,NA
"307",46.678,-124.1913,36316,"Chinook salmon","yearling",251,249,203.2,"Most to taxa","CANCER OREGONENSIS/PRODUCTUS","CANCER OREG/PROD","Megalopa",3,0.043,"Most to taxa","Crabs","WC_Sp",0.9999,NA,0,NA,NA,NA
"308",46.678,-124.1913,36316,"Chinook salmon","yearling",251,249,203.2,"Most to taxa","CEPHALOPODA","CEPHALOPODA","Juvenile",1,0.158,"Most to taxa","Cephalopods","WC_Sp",0.9999,NA,0,NA,NA,NA
"309",46.678,-124.1913,36317,"Chinook salmon","yearling",270,260,262.8,"Most to taxa","SEBASTES","ROCKFISH","Juvenile",2,0.493,"Most to taxa","Fish","WC_Sp",0.9996,NA,0,NA,NA,NA
"310",46.678,-124.1913,36318,"Chinook salmon","yearling",159,155,41.8,"Most to taxa","ATYLUS TRIDENS","ATYLUS TRIDENS","Adult",6,0.051,"Most to taxa","Plankton/Crustaceans","Snake_F",0.5958,"UCR_Su/F",0.4042,NA,NA,NA
"311",45.4985,-124.0398,36584,"Chinook salmon","yearling",240,229,199.9,"Most to genus or taxa","OCTOPUS RUBESCENS","RED OCTOPUS","Juvenile",1,0.311,"Most to genus or taxa","Cephalopods","Mid&UCR_Sp",1,NA,0,NA,NA,NA
"312",45.49417,-124.0995,36585,"Chinook salmon","yearling",200,190,104,"Mostly to spp or genus","CITHARICHTHYS SORDIDUS","PACIFIC SANDDAB","Juvenile",3,1.116,"Mostly to spp or genus","Fish","Snake_Sp",1,NA,0,NA,"RapidRiver",0.901155
"313",45.49417,-124.0995,36586,"Chinook salmon","yearling",155,150,38.7,"Most to genus or taxa","SEBASTES","ROCKFISH","Juvenile",9,0.344,"Most to genus or taxa","Fish","Mid&UCR_Sp",0.9665,"Snake_Sp",0.0335,NA,NA,NA
"314",45.49417,-124.0995,36586,"Chinook salmon","yearling",155,150,38.7,"Most to genus or taxa","PSETTICHTHYS MELANOSTICTUS","SAND SOLE","Juvenile",1,0.068,"Most to genus or taxa","Fish","Mid&UCR_Sp",0.9665,"Snake_Sp",0.0335,NA,NA,NA
"315",44.682,-124.1768,36624,"Chinook salmon","yearling",212,204,112.1,"Most to taxa","OSTEICHTHYES","BONY FISHES","Juvenile",1,0.095,"Most to taxa","Fish","WR_Sp",0.9944,NA,0,NA,NA,NA
"316",44.6845,-124.293,36627,"Chinook salmon","yearling",206,198,105.2,"Some to taxa","UNIDENTIFIED","UNIDENTIFIED MATERIAL","Material",1,0.038,"Some to taxa","Other","WR_Sp",1,NA,0,NA,NA,NA
